Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,,,,,,,,,,,,,,
AA5WPNVX,journalArticle,2011,"Jackson, Linda A.; von Eye, Alexander; Witt, Edward A.; Zhao, Yong; Fitzgerald, Hiram E.","A longitudinal study of the effects of Internet use and videogame playing on academic performance and the roles of gender, race and income in these relationships",Computers in Human Behavior,,0747-5632,10.1016/j.chb.2010.08.001,http://www.sciencedirect.com/science/article/pii/S074756321000244X,"In this research we examined the effects of Internet use and videogame playing on children�s academic performance. Gender, race, and income were also considered. Participants were 482 youth, average age 12 years old. One-third were African American and two-thirds were Caucasian American. All measures were completed twice, first in Year 1 and then one year later, Year 2. Results indicated that greater Internet use was associated with better reading skills, but only for youth initially low in reading skills. Videogame playing was associated with better visual-spatial skill but also with lower GPAs. Gender, race and income influenced Internet use, videogame playing and academic performance but not the relationships between using these technologies and academic performance. Implications of the results for increasing the benefits of technology use are discussed.",2011-01,2/19/2016 4:18,228-239,,1,27,,Computers in Human Behavior,,Current Research Topics in Cognitive Load TheoryThird International Cognitive Load Theory Conference,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,
87PUM8GD,journalArticle,1990,"Chidambaram, Laku; Bostrom, Robert P; Wynne, Bayard E",A Longitudinal Study of the Impact of Group Decision Support Systems on Group Development,Journal of Management Information Systems,,,,,,1990,,25-Jul,,3,7,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEEKR33A,journalArticle,1996,"Oliver, Jim R",A Machine-Learning Approach to Automated Negotiation and Prospects for Electronic Commerce,Journal of Management Information Systems,,,,,,1996,,83-112,,3,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8BZITAI4,journalArticle,1994,"Valacich, Joseph S; Dennis, Alan R",A Mathematical Model of Performance of Computer-Mediated Groups during Idea Generation,Journal of Management Information Systems,,,,,,1994,,59-72,,1,11,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAM7H3T,journalArticle,2009,"Petter, Stacie; McLean, Ephraim R.",A meta-analytic assessment of the DeLone and McLean IS success model: An examination of IS success at the individual level,Information & Management,,0378-7206,10.1016/j.im.2008.12.006,http://www.sciencedirect.com/science/article/pii/S037872060900007X,"Fifteen years ago, DeLone and McLean published their original model of IS success, which received considerable attention in the literature. Given the widespread acceptance of the model, we conducted a meta-analysis to determine whether the model had been validated by research studies reported in the literature. By aggregating the results of 52 empirical studies that examined relationships within the IS success model at the individual level of analysis, we found support for the relationships that encompass the model. We also offer insights on IS success based on the findings of our work.",2009-04,2/22/2016 8:00,159-166,,3,46,,Information & Management,A meta-analytic assessment of the DeLone and McLean IS success model,,,,,,,,,,,,ScienceDirect,,,,,,,,,,,,,,,,
8UR827FV,journalArticle,2009,"Bostrom, Robert P; Gupta, Saurabh; Thomas, Dominic",A Meta-Theory for Understanding Information Systems Within Sociotechnical Systems,Journal of Management Information Systems,,,,,,2009,,17-47,,1,26,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFBUM2M2,journalArticle,1989,"Tseng, Veronica P; Mannino, Michael V",A Method for Database Requirements Collection,Journal of Management Information Systems,,,,,,1989,,51-75,,2,6,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5EJHIZ92,journalArticle,1997,"Batra, Dinesh",A Method for Easing Normalization of User Views,Journal of Management Information Systems,,,,,,1997,,215-233,,1,14,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X5ZHTPG6,journalArticle,2001,"Fazlollahi, Bijan; Vahidov, Rustam",A Method for Generation of Alternatives by Decision Support Systems,Journal of Management Information Systems,,,,,,2001,,229-250,,2,18,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RBWH9IT,journalArticle,1992,"Stein, Eric W",A Method to Identify Candidates for Knowledge Acquisition,Journal of Management Information Systems,,,,,,1992,,161-178,,2,9,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3UZ9JCW3,journalArticle,2003,"Romano Jr, Nicholas C; Donovan, Christina; Hsinchun, Chen; Nunamaker Jr, Jay F",A Methodology for Analyzing Web-Based Qualitative Data,Journal of Management Information Systems,,,,,,2003,,213-246,,4,19,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CP2V4J6,journalArticle,1990,"Alpar, Paul; Kim, Moshe",A Microeconomic Approach to the Measurement of Information Technology Value,Journal of Management Information Systems,,,,,,1990,,55-69,,2,7,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWNZ2XR2,journalArticle,1993,"Mukhopadhyay, Tridas; Cooper, Randolph B",A Microeconomic Production Assessment of the Business Value of Management Information Systems: The Case of Inventory Control,Journal of Management Information Systems,,,,,,1993,,33-55,,1,10,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQV6KQQF,journalArticle,1991,"Magal, Simha R",A Model for Evaluating Information Center Success,Journal of Management Information Systems,,,,,,1991,,91-106,,1,8,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M35SJ23T,journalArticle,1998,"Orman, Levent V",A Model Management Approach to Business Process Reengineering,Journal of Management Information Systems,,,,,,1998,,187-212,,1,15,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMRTF8SR,journalArticle,2002,"Byungjoon, Yoo; Choudhary, Vidyanand; Mukhopadhyay, Tridas",A Model of Neutral B2B Intermediaries,Journal of Management Information Systems,,,,,,2002,,43-68,,3,19,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV56GBXV,journalArticle,1991,"Joshi, Kailash",A Model of Users' Perspective on Change: The Case of Information Systems Technology Implementation,MIS Quarterly,,0276-7783,10.2307/249384,http://www.jstor.org/stable/249384,"Change is a fundamental theme in human life. Yet some organizational behavior and MIS researchers have noted that individuals generally resist changes. MIS researchers have also attributed many implementation problems to users' resistance to change. However, there is no fundamental resistance to every change. Individuals readily adopt changes such as a pay raise or promotion. This article proposes that individuals attempt to evaluate most changes. Changes that are considered favorable are not resisted and may even be sought after and welcomed, while changes considered unfavorable are likely to be resisted. The equity-implementation (E-I) model provides a theory-based understanding of information systems users' resistance to change. It describes the processes employed by users in assessing the change associated with the implementation of an information system or technology in an organization. The model is based upon equity theory, which is a well-established and widely used theory in social sciences. Users employ three levels of analysis in evaluating the change introduced by an implementation. At the first level of analysis, a user is viewed as assessing a change in terms of the gain or loss in his or her equity status. At the second level of analysis, the user is viewed as comparing his or her relative outcomes with that of the organization. Finally, at the third level of analysis, the user is viewed as comparing his or her relative outcomes with that of other users in the reference group. Users who evaluate the change to be unfavorable in terms of inequity or loss of equity are likely to be distressed by the change and resist it. The E-I model provides a useful framework of analysis, for improving our understanding of users' assessment of a change. Managers will find the model useful for overcoming resistance to change during implementation.",6/1/1991,9/19/2015 21:32,229-242,,2,15,,MIS Quarterly,A Model of Users' Perspective on Change,,,,,,,,"Copyright � 1991 Management Information Systems Research Center, University of Minnesota",,,,JSTOR,,,,,,,,,,,,,,,,
97J4C4E8,journalArticle,1995,"Chen, Minder",A Model-Driven Approach to Accessing Managerial Information: The Development of a Repository-Based Executive Information System,Journal of Management Information Systems,,,,,,1995,,33-63,,4,11,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75EZNTV9,journalArticle,1995,"Post, Gerald V; Kagan, Albert; Kin-Nam, Lau",A Modeling Approach to Evaluating Strategic Uses of Information Technology,Journal of Management Information Systems,,,,,,1995,,161-187,,2,12,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z2GIX22V,journalArticle,1996,"Igbaria, Magid; Parasuraman, Saroj; Baroudi, Jack J",A Motivational Model of Microcomputer Usage,Journal of Management Information Systems,,,,,,1996,,127-143,,1,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8I5VKR7,journalArticle,2004,"Riggins, Frederick J",A Multichannel Model of Separating Equilibrium in the Face of the Digital Divide,Journal of Management Information Systems,,,,,,2004,,161-179,,2,21,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFBHC55N,journalArticle,2005,"Malhotra, Yogesh; Galletta, Dennis F",A Multidimensional Commitment Model of Volitional Systems Adoption and Usage Behavior,Journal of Management Information Systems,,,,,,2005,,117-151,,1,22,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7QEUI6S,journalArticle,2005,"Lapointe, Liette; Rivard, Suzanne",A Multilevel Model of Resistance to Information Technology Implementation,MIS Quarterly,,0276-7783,,http://www.jstor.org/stable/25148692,"To better explain resistance to information technology implementation, we used a multilevel, longitudinal approach. We first assessed extant models of resistance to IT. Using semantic analysis, we identified five basic components of resistance: behaviors, object, subject, threats, and initial conditions. We further examined extant models to (1) carry out a preliminary specification of the nature of the relationships between these components and (2) refine our understanding of the multilevel nature of the phenomenon. Using analytic induction, we examined data from three case studies of clinical information systems implementations in hospital settings, focusing on physicians' resistance behaviors. The resulting mixed-determinants model suggests that group resistance behaviors vary during implementation. When a system is introduced, users in a group will first assess it in terms of the interplay between its features and individual and/or organizational-level initial conditions. They then make projections about the consequences of its use. If expected consequences are threatening, resistance behaviors will result. During implementation, should some trigger occur to either modify or activate an initial condition involving the balance of power between the group and other user groups, it will also modify the object of resistance, from system to system significance. If the relevant initial conditions pertain to the power of the resisting group vis-�-vis the system advocates, the object of resistance will also be modified, from system significance to system advocates. Resistance behaviors will follow if threats are perceived from the interaction between the object of resistance and initial conditions. We also found that the bottom-up process by which group resistance behaviors emerge from individual behaviors is not the same in early versus late implementation. In early implementation, the emergence process is one of compilation, described as a combination of independent, individual behaviors. In later stages of implementation, if group level initial conditions have become active, the emergence process is one of composition, described as the convergence of individual behaviors.",9/1/2005,9/16/2015 16:01,461-491,,3,29,,MIS Quarterly,,,,,,,,,"Copyright � 2005 Management Information Systems Research Center, University of Minnesota",,,,JSTOR,,,,,,,,,,,,,,,,
6R9V6BMV,journalArticle,1993,"Weber, C. A.; Current, J. R.",A multiobjective approach to vendor selection,European journal of operational research,,0377-2217,,http://cat.inist.fr/?aModele=afficheN&cpsidt=4841221,,1993,4/14/2016 0:22,173-184,,2,68,,,,,,,,,,eng,,,,,cat.inist.fr,,,,,,,,,,,,,,,,
S8KGG2QZ,journalArticle,1987,"Eom, Hyun B; Lee, Sang M; Snyder, Charles A; Ford, F Nelson",A Multiple Criteria Decision Support System for Global Financial Planning,Journal of Management Information Systems,,,,,,1987,,94-113,,3,4,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3XJKCP4J,journalArticle,1985,"Swanson, E Burton",A Note on Information Attributes,Journal of Management Information Systems,,,,,,1985,,87-91,,3,2,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6XI245SV,journalArticle,1996,"Kumar, Ram L",A Note on Project Risk and Option Values of Investments in Information Technologies,Journal of Management Information Systems,,,,,,1996,,187-193,,1,13,,Journal of Management Information Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SX86AS2H,journalArticle,2004,"Chen, WenShin; Hirschheim, Rudy",A paradigmatic and methodological examination of information systems research from 1991 to 2001,Information Systems Journal,,1365-2575,10.1111/j.1365-2575.2004.00173.x,http://onlinelibrary.wiley.com.ezproxy.baylor.edu/doi/10.1111/j.1365-2575.2004.00173.x/abstract,"Abstract.? The field of information systems (IS) has evolved for more than three decades. Although many schools of thought have emerged and even become well established, few historical analyses of research paradigms and methodologies have been undertaken. One of the rare exceptions is Orlikowski & Baroudi (1991). Yet, the IS research community has evolved substantially since 1991 in many aspects. A variety of journal outlets have emerged and become well established. More attention has been paid to paradigmatic and methodological issues. Political and professional contexts have also changed noticeably. Therefore, it should be an opportune time for the field to ask: �What changes are manifested in journal publications?��Is the field making progress regarding pluralism in IS research?��How will the field's publications practices change in the future?� The purpose of this paper is to investigate these questions and, in turn, reflect on the paradigmatic and methodological progress made since 1991. We examined 1893 articles published in eight major IS publication outlets between 1991 and 2001. Our findings suggest that the long-term endeavours of interpretivist researchers might need to continue because the paradigmatic progress appears somewhat inconsequential; positivist research still dominates 81% of published empirical research. In particular, US journals, as opposed to European journals, tend to be more positivist, quantitative, cross-sectional and survey oriented. With respect to research design, survey research is still the most widely used method (41%), although case studies have gained substantial recognition (36%). Further, the increase of qualitative research (30%), empirical studies (61%) and longitudinal cases (33%) at the expense of laboratory experiments (18%) might suggest that IS researchers have become more interested in obtaining scientific knowledge in real world settings. In summary, we suggest that the field has been dominated by the positivist paradigm, despite calls to the contrary. Indeed, if the field was to truly embrace pluralism, it would have to find ways to fundamentally change the publication practices of the journal system, including the current tenure and promotion system, which pose considerable obstacles for the acceptance of alternative paradigms.",7/1/2004,5/4/2016 21:33,197-235,,3,14,,,,,,,,,,en,,,,,Wiley Online Library,,,,,,,,,,,,,,,,
